danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,artist_popularity,year,artistFeatured,billboard
0.667,0.818,-9.149,0.0594,0.00437,0.761,0.288,0.761,136.957,217573,73,61,2000,0,0
0.561,0.0859,-11.478,0.0511,0.94,0,0.16,0.117,78.372,139467,65,64,2000,0,0
0.67,0.584,-8.325,0.034,0.439,0.00614,0.178,0.944,98.185,179227,65,75,2000,0,0
0.739,0.947,-1.915,0.0412,0.00947,2.99E-05,0.326,0.763,88.009,261933,66,69,2000,1,0
0.8,0.894,-7.346,0.04,0.0108,0.437,0.0285,0.967,138.48,201840,74,67,2000,1,0
0.647,0.874,-5.075,0.0337,0.101,1.79E-05,0.277,0.918,89.727,284173,59,67,2000,0,0
0.301,0.823,-4.072,0.0433,0.000144,0.000309,0.0833,0.372,152.017,236867,58,60,2000,0,0
0.345,0.797,-6.152,0.0551,0.00188,0.0668,0.145,0.223,117.987,368667,63,71,2000,0,0
0.665,0.782,-8.438,0.0307,0.12,4.19E-06,0.125,0.731,137.453,169000,66,90,2000,0,0
0.754,0.376,-7.561,0.204,0.404,0,0.358,0.554,95.018,251427,58,64,2000,0,0
0.636,0.884,-4.743,0.0584,0.0142,0,0.253,0.446,109.16,183973,67,88,2000,0,0
0.451,0.929,-5.021,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760,59,63,2000,0,0
0.564,0.328,-13.096,0.0292,0.666,0,0.0915,0.725,85.881,190000,61,0,2000,0,0
0.725,0.804,-7.84,0.0393,0.426,0.000504,0.108,0.961,93.668,177427,64,75,2000,0,0
0.643,0.849,-5.428,0.0526,0.0371,0,0.058,0.903,162.152,165853,79,72,2001,0,0
0.468,0.64,-5.862,0.0275,0.154,0,0.154,0.499,79.297,259933,79,78,2001,0,0
0.419,0.934,-3.908,0.12,0.000278,0.0015,0.132,0.286,127.288,210240,81,82,2001,0,0
0.589,0.89,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,81,77,2001,0,0
0.654,0.81,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,77,77,2001,0,0
0.647,0.729,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,79,86,2001,0,0
0.689,0.702,-5.642,0.0261,0.216,0,0.159,0.484,99.031,213600,78,82,2001,1,0
0.446,0.764,-5.042,0.033,0.00135,0,0.099,0.543,172.094,223840,79,80,2001,0,0
0.663,0.694,-8.627,0.172,0.0249,0,0.0698,0.524,167.964,340920,70,81,2001,0,0
0.413,0.873,-4.151,0.0535,0.000264,0.0025,0.204,0.481,116.681,218933,79,82,2001,0,0
0.402,0.914,-5.215,0.142,0.000579,0,0.065,0.626,196.505,178267,74,75,2001,0,0
0.659,0.93,-3.41,0.0783,0.00364,0.00124,0.149,0.534,130.94,201960,73,65,2001,0,0
0.927,0.367,-7.797,0.382,0.325,0,0.132,0.576,99.053,328667,71,64,2001,0,0
0.491,0.802,-7.106,0.0392,0.25,0,0.387,0.472,119.25,248907,75,77,2001,0,0
0.568,0.844,-5.875,0.0505,0.000189,0,0.0607,0.766,116.046,207093,75,75,2001,0,0
0.579,0.928,-4.344,0.0411,0.000715,0,0.18,0.882,95.594,171533,74,83,2001,1,0
0.669,0.389,-11.547,0.0306,0.605,0.16,0.0905,0.649,130.015,231173,72,68,2001,0,0
0.609,0.935,-2.941,0.0479,0.0029,0.000359,0.188,0.498,95.957,252400,70,65,2001,0,0
0.431,0.938,-4.507,0.0542,0.00805,0,0.138,0.523,157.462,304000,67,67,2001,0,0
0.835,0.707,-5.074,0.0598,0.0219,2.19E-05,0.108,0.919,93.955,267093,74,74,2001,0,0
0.562,0.594,-4.578,0.0558,0.318,0,0.311,0.423,62.876,265533,70,70,2001,0,0
0.364,0.922,-4.217,0.0566,0.000918,0.035,0.0696,0.227,79.342,235053,75,82,2001,0,0
0.816,0.5,-4.551,0.03,0.0227,1.53E-06,0.0733,0.649,124.037,247840,71,84,2001,1,0
0.692,0.496,-7.332,0.0241,0.172,6.42E-06,0.107,0.376,97.945,298960,68,72,2001,0,0
0.509,0.774,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,66,69,2001,0,0
0.624,0.899,-5.71,0.0295,0.0223,0.000155,0.0975,0.797,104.055,193373,69,78,2001,0,0
0.653,0.964,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267,74,63,2001,0,0
0.567,0.714,-8.512,0.0302,0.0012,0.42,0.186,0.191,107.438,403533,71,79,2001,0,0
0.58,0.748,-5.433,0.0323,0.00935,0,0.753,0.584,109.781,216760,70,67,2001,0,0
0.407,0.612,-5.359,0.0496,0.0909,0,0.0914,0.133,159.527,248253,66,67,2001,0,0
0.538,0.52,-7.46,0.0299,0.00425,0,0.367,0.678,106.031,183440,69,78,2001,0,0
0.84,0.706,-6.104,0.2,0.208,0,0.241,0.839,96.673,245133,73,74,2001,1,0
0.487,0.898,-4.436,0.038,0.00305,0,0.26,0.597,135.331,220027,68,72,2001,0,0
0.148,0.134,-17.292,0.0317,0.952,0.00144,0.208,0.107,87.314,290760,66,70,2001,0,0
0.563,0.86,-7.533,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,71,67,2001,0,0
0.611,0.697,-8.618,0.133,0.0193,0,0.332,0.476,122.752,320357,75,83,2001,0,0
0.577,0.246,-11.543,0.101,0.944,0,0.126,0.691,95.685,98267,66,70,2001,0,0
0.31,0.218,-21.398,0.0507,0.988,0.952,0.085,0.0969,145.074,185527,75,72,2001,0,0
0.658,0.711,-7.424,0.0425,0.0759,1.77E-05,0.0446,0.614,172.365,284587,67,58,2001,0,0
0.664,0.556,-7.713,0.0365,0.146,3.91E-06,0.113,0.494,75.049,221267,64,78,2001,0,0
0.246,0.768,-7.48,0.0387,0.000631,0.301,0.102,0.35,169.873,212733,69,73,2001,0,0
0.756,0.808,-3.655,0.0541,0.0175,3.67E-06,0.66,0.638,109.902,264847,65,0,2001,0,0
0.677,0.52,-6.255,0.334,0.00277,0,0.0532,0.768,203.862,193093,68,70,2001,0,0
0.334,0.472,-8.792,0.0277,0.6,3.77E-06,0.317,0.431,179.167,336093,71,80,2001,1,0
0.178,0.981,-1.743,0.162,0.704,7.45E-05,0.854,0.369,88.21,110093,64,75,2001,0,0
0.608,0.639,-7.205,0.0246,0.0208,5.94E-05,0.0893,0.369,96.915,268973,67,86,2001,0,0
0.514,0.911,-2.027,0.41,0.0559,0,0.775,0.619,161.109,254027,71,77,2001,1,0
0.778,0.899,-6.552,0.0451,0.0028,0.0345,0.0263,0.881,119.995,204133,66,67,2001,1,0
0.41,0.959,-4.563,0.0869,0.000324,0,0.0766,0.83,193.155,171600,69,83,2001,1,0
0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.475,224693,71,83,2001,0,0
0.605,0.609,-7.063,0.0278,0.188,0,0.0982,0.275,119.914,230333,64,78,2001,0,0
0.82,0.809,-6.759,0.251,0.443,0.00175,0.0613,0.737,83.011,231240,70,76,2001,0,0
0.684,0.471,-9.43,0.043,0.208,0,0.14,0.453,121.081,140093,63,0,2001,0,0
0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,70,71,2001,0,0
0.558,0.0259,-30.016,0.0458,0.996,0.871,0.0969,0.37,157.811,125520,69,66,2001,0,0
0.515,0.594,-4.708,0.0262,0.00844,0.00658,0.0752,0.218,146.564,293133,62,69,2001,0,0
0.774,0.622,-5.542,0.186,0.0331,0,0.0722,0.321,162.039,284400,62,66,2001,0,0
0.793,0.832,-4.862,0.0406,0.236,1.12E-05,0.202,0.872,107.661,196160,73,85,2001,0,0
0.925,0.56,-3.795,0.0436,0.138,1.19E-05,0.0861,0.966,92.895,265867,72,74,2001,1,0
0.559,0.972,-3.524,0.0639,0.0198,6.47E-06,0.393,0.919,82.336,183400,63,71,2001,1,0
0.32,0.88,-6.035,0.0504,0.000101,4.31E-06,0.076,0.257,146.349,294600,71,71,2001,0,0
0.387,0.678,-8.399,0.0817,0.00108,0.872,0.101,0.368,172.641,562707,66,79,2001,0,0
0.671,0.153,-13.569,0.0404,0.912,5.53E-05,0.0771,0.658,85.6,211933,70,65,2001,0,0
0.444,0.913,-3.452,0.0992,0.00308,0,0.38,0.569,163.689,230067,64,67,2001,0,0
0.533,0.459,-5.499,0.0277,0.687,0,0.0773,0.386,97.213,142227,61,75,2001,0,0
0.314,0.93,-6.237,0.105,2.01E-05,0.501,0.139,0.294,100.935,363680,66,79,2001,0,0
0.598,0.673,-10.431,0.0693,0.0422,6.84E-05,0.289,0.59,102.035,197693,70,57,2001,0,0
0.488,0.754,-7.95,0.0381,0.00154,2.42E-05,0.678,0.664,88.369,197160,65,56,2001,0,0
0.657,0.96,-3.524,0.07,0.00169,0.000997,0.109,0.567,126.02,186067,68,62,2001,0,0
0.321,0.29,-13.927,0.0343,0.799,0.00324,0.361,0.0783,92.375,146840,61,0,2001,0,0
0.802,0.341,-8.56,0.488,0.169,0,0.0783,0.849,166.01,197760,68,64,2001,0,0
0.581,0.651,-5.617,0.0392,0.143,1.05E-05,0.107,0.146,151.959,264600,63,81,2001,1,0
0.578,0.882,-6.354,0.044,0.000121,0.479,0.284,0.623,125.603,186533,66,77,2001,0,0
0.774,0.634,-5.941,0.167,0.0199,2.98E-05,0.29,0.752,125.223,304507,68,68,2001,0,0
0.377,0.395,-8.622,0.0332,0.61,0,0.295,0.221,133.296,253373,62,63,2001,1,0
0.618,0.744,-5.426,0.0583,0.166,0,0.234,0.958,177.506,167987,64,66,2001,0,0
0.749,0.484,-9.944,0.0484,0.13,0.137,0.0501,0.939,167.084,187431,66,77,2001,0,0
0.802,0.904,-3.267,0.0459,0.00108,0,0.173,0.961,128.931,192533,68,85,2001,0,0
0.681,0.864,-7.839,0.0347,0.00504,0,0.212,0.931,127.079,182453,61,61,2001,0,0
0.57,0.915,-4.802,0.105,0.000273,8.48E-05,0.178,0.676,93.54,175227,65,69,2001,0,0
0.548,0.847,-3.237,0.186,0.0622,0,0.0816,0.1,171.447,297787,85,94,2002,1,0
0.512,0.831,-9.004,0.0383,0.552,0,0.336,0.963,148.82,182067,74,70,2002,0,0
0.492,0.896,-5.819,0.117,0.000172,2.78E-06,0.189,0.534,184.981,285570,74,64,2002,0,0
0.618,0.938,-3.442,0.0456,0.0179,0,0.167,0.875,91.455,269000,81,86,2002,1,0
0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,289160,79,78,2002,1,0
0.633,0.634,-12.115,0.0725,0.038,0.0064,0.0385,0.872,100.499,245493,78,81,2002,0,0
0.494,0.939,-3.127,0.126,0.00666,0,0.139,0.893,177.751,175093,74,71,2002,0,0
0.509,0.843,-3.318,0.0488,0.000671,0.000803,0.348,0.332,140.055,238400,70,67,2002,0,0
0.534,0.392,-7.636,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,76,80,2002,0,0
0.706,0.713,-5.512,0.0301,0.0596,0,0.132,0.544,102.037,257133,75,93,2002,0,0
0.583,0.66,-5.078,0.0377,0.181,0,0.0979,0.861,151.956,255560,69,66,2002,0,0
0.496,0.765,-5.66,0.033,0.00457,0,0.104,0.337,74.072,260507,70,74,2002,0,0
0.424,0.661,-5.547,0.0425,0.521,1.62E-06,0.0719,0.384,111.762,195533,67,72,2002,0,0
0.804,0.56,-6.912,0.0397,0.416,0,0.0608,0.768,133.682,254720,74,79,2002,0,0
0.511,0.581,-4.93,0.0581,0.031,0.000171,0.367,0.668,170.852,278707,67,75,2002,0,0
0.764,0.648,-6.639,0.206,0.0563,0,0.414,0.391,90.1,278720,66,74,2002,1,0
0.879,0.73,-4.369,0.164,0.114,0,0.241,0.885,99.925,213227,66,57,2002,0,0
0.802,0.755,-3.138,0.0564,0.0215,0,0.295,0.58,130.027,350320,73,94,2002,1,0
0.571,0.438,-7.007,0.0279,0.534,1.56E-05,0.187,0.444,145.948,230549,69,72,2002,0,0
0.402,0.859,-4.41,0.0466,0.0394,0,0.0745,0.514,95.31,211547,68,66,2002,0,0
0.553,0.717,-5.857,0.0318,6.48E-05,0.128,0.0385,0.318,127.947,233267,68,72,2002,0,0
0.608,0.768,-5.227,0.0475,0.0913,0,0.0629,0.809,88.059,244880,73,93,2002,0,0
0.433,0.854,-3.868,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,72,73,2002,0,0
0.58,0.604,-5.703,0.047,0.000218,0.000579,0.477,0.645,167.784,263440,73,81,2002,0,0
0.668,0.824,-4.164,0.137,0.0017,3.05E-06,0.0426,0.185,163.961,339547,73,94,2002,1,0
0.717,0.85,-5.329,0.0473,0.368,0,0.0495,0.805,119.005,204000,66,72,2002,0,0
0.468,0.851,-3.617,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360,65,67,2002,0,0
0.62,0.93,-3.685,0.0374,0.00043,0,0.0686,0.609,106.22,190173,70,71,2002,0,0
0.607,0.76,-5.229,0.0482,0.0745,0,0.0595,0.805,88.059,244867,70,93,2002,0,0
0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,75,86,2002,1,0
0.702,0.624,-9.927,0.0285,0.314,0.0152,0.0669,0.947,114.542,208227,64,0,2002,0,0
0.757,0.862,-3.519,0.0695,0.114,0.000192,0.285,0.823,99.021,233173,73,60,2002,0,0
0.363,0.906,-4.415,0.0615,0.0122,0,0.172,0.371,181.964,231200,64,65,2002,0,0
0.624,0.84,-5.768,0.0337,0.108,0.000546,0.144,0.656,111.02,323040,67,76,2002,0,0
0.431,0.95,-4.918,0.26,0.00105,3.63E-05,0.272,0.56,191.936,158733,63,75,2002,0,0
0.541,0.904,-3.001,0.0435,0.00143,0,0.193,0.541,98.122,208693,66,65,2002,0,0
0.754,0.767,-5.587,0.186,0.0214,0,0.172,0.815,83.014,204707,67,66,2002,0,0
0.363,0.129,-14.304,0.0322,0.904,1.52E-06,0.157,0.147,80.367,198147,73,77,2002,0,0
0.404,0.98,-4.038,0.107,0.000193,0,0.0742,0.433,177.793,220200,66,64,2002,0,0
0.658,0.639,-3.979,0.0268,0.0429,0,0.0913,0.741,149.334,225360,69,66,2002,0,0
0.558,0.435,-6.812,0.0264,0.302,0,0.0351,0.199,122.385,290467,63,55,2002,0,0
0.272,0.281,-7.634,0.0287,0.388,2.29E-05,0.158,0.141,89.914,240400,67,72,2002,0,0
0.756,0.28,-14.27,0.0296,0.616,0.00033,0.414,0.695,109.413,231000,66,68,2002,0,0
0.675,0.607,-3.538,0.161,0.0302,8.67E-06,0.339,0.56,177.928,335613,62,55,2002,0,0
0.712,0.862,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,206200,71,93,2002,0,0
0.452,0.873,-4.867,0.0613,0.000519,0,0.0592,0.433,80.473,222027,69,73,2002,0,0
0.678,0.866,-4.341,0.048,0.00295,0,0.16,0.842,88.041,225573,62,72,2002,0,0
0.409,0.932,-4.538,0.0339,1.87E-05,1.60E-06,0.31,0.591,131.761,166640,69,83,2002,0,0
0.708,0.605,-4.912,0.03,0.572,0.000515,0.0782,0.97,98.063,179400,64,64,2002,0,0
0.791,0.666,-5.484,0.341,0.0256,6.33E-06,0.0796,0.938,90.345,232533,60,66,2002,0,0
0.457,0.573,-3.866,0.0275,0.578,3.05E-06,0.114,0.0992,76.193,238560,72,82,2002,1,0
0.435,0.92,-1.357,0.201,0.235,0.000353,0.552,0.45,188.899,245960,69,82,2002,1,0
0.442,0.855,-2.985,0.0288,0.00049,0.0137,0.273,0.363,175.543,243640,63,73,2002,0,0
0.854,0.741,-5.19,0.0503,0.101,1.28E-05,0.0671,0.873,104.119,202253,63,59,2002,0,0
0.345,0.0581,-17.217,0.0374,0.976,0.000366,0.103,0.304,174.117,189507,71,58,2002,0,0
0.558,0.615,-5.641,0.229,0.0103,0,0.105,0.16,76.673,324547,68,94,2002,1,0
0.341,0.662,-5.023,0.0335,0.105,0,0.113,0.2,174.875,334907,67,73,2002,0,0
0.73,0.331,-12.427,0.0429,0.46,0.000286,0.104,0.394,126.592,148133,62,0,2002,0,0
0.546,0.631,-5.757,0.0283,0.25,0,0.123,0.569,129.556,178147,65,74,2002,0,0
0.696,0.758,-6.076,0.0264,0.17,3.33E-05,0.189,0.859,129.943,250693,74,82,2002,0,0
0.538,0.677,-6.099,0.187,0.00541,0,0.236,0.913,132.346,214200,64,73,2002,0,0
0.7,0.138,-12.347,0.0612,0.902,0,0.185,0.49,84.487,206067,64,63,2002,0,0
0.64,0.889,-3.073,0.322,0.107,0,0.339,0.436,99.931,298853,70,82,2002,1,0
0.464,0.797,-5.244,0.0333,0.006,0.000304,0.392,0.547,129.964,213173,64,63,2002,0,0
0.204,0.0331,-24.044,0.0487,0.927,0.825,0.0954,0.0547,116.2,207267,69,69,2002,0,0
0.457,0.406,-7.462,0.0291,0.08,0,0.117,0.208,151.95,223067,71,80,2002,0,0
0.837,0.478,-5.861,0.0627,0.0571,0.00129,0.0569,0.81,78.746,254800,61,61,2002,0,0
0.697,0.761,-7.647,0.302,0.157,0,0.789,0.666,81.728,211493,62,66,2002,0,0
0.737,0.463,-7.828,0.0792,0.00817,0.447,0.255,0.324,123.881,231733,76,75,2003,0,0
0.902,0.72,-2.776,0.347,0.26,0,0.0749,0.805,90.059,193467,72,85,2003,0,0
0.486,0.904,-3.751,0.0638,3.43E-05,2.83E-05,0.0947,0.786,173.734,198267,74,67,2003,0,0
0.331,0.943,-3.188,0.0698,0.00721,2.06E-06,0.242,0.296,94.612,235893,80,75,2003,0,0
0.664,0.781,-6.547,0.0339,0.00103,5.33E-06,0.0867,0.593,110,227240,70,83,2003,1,0
0.774,0.75,-4.927,0.0413,0.0021,1.85E-05,0.0808,0.925,118.015,197987,75,63,2003,0,0
0.217,0.92,-4.479,0.0628,2.86E-05,0,0.102,0.376,167.169,246040,69,73,2003,0,0
0.576,0.807,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427,71,85,2003,0,0
0.478,0.854,-5.454,0.0289,0.0204,1.21E-06,0.115,0.274,91.854,274160,69,62,2003,0,0
0.472,0.671,-4.649,0.029,0.0129,0,0.159,0.0681,82.952,232800,79,69,2003,0,0
0.834,0.696,-3.224,0.197,0.11,0,0.13,0.804,94.09,272533,68,87,2003,0,0
0.498,0.83,-5.157,0.0421,0.00461,0,0.139,0.453,89.342,231480,72,79,2003,0,0
0.851,0.551,-5.177,0.0396,0.151,0,0.0827,0.807,131.922,219467,75,67,2003,0,0
0.795,0.523,-7.165,0.0423,0.061,0,0.0914,0.855,133.024,186067,72,73,2003,1,0
0.446,0.657,-4.494,0.0262,0.0022,0,0.189,0.215,152.132,250093,67,76,2003,0,0
0.551,0.825,-6.24,0.044,0.152,6.20E-06,0.0999,0.933,164.857,260827,66,74,2003,0,0
0.7,0.758,-3.012,0.342,0.0444,1.30E-05,0.0401,0.889,78.693,249467,67,85,2003,0,0
0.674,0.413,-7.816,0.0274,0.837,1.91E-05,0.098,0.503,124.895,237907,70,86,2003,1,0
0.618,0.552,-6.863,0.0981,0.176,0,0.252,0.586,81.975,242773,68,67,2003,1,0
0.653,0.826,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,256227,66,85,2003,0,0
0.555,0.868,-3.798,0.0403,0.0664,0.000117,0.116,0.479,136.12,260360,65,75,2003,0,0
0.407,0.896,-2.935,0.063,0.012,0,0.196,0.156,138.697,243573,67,69,2003,0,0
0.595,0.473,-9.828,0.0347,0.702,0,0.0725,0.716,204.016,249293,66,78,2003,0,0
0.739,0.576,-12.024,0.0472,0.122,0.00206,0.0482,0.78,108.81,260427,65,74,2003,0,0
0.871,0.597,-4.932,0.0464,0.126,0.000115,0.0638,0.635,125.999,234000,66,77,2003,1,0
0.442,0.846,-5.214,0.0764,0.0538,4.71E-06,0.282,0.622,128.235,217653,70,63,2003,0,0
0.597,0.931,-4.591,0.0984,0.127,0,0.0504,0.534,92.003,235200,67,60,2003,0,0
0.502,0.94,-5.178,0.084,0.000413,0.542,0.553,0.144,119.762,219987,68,67,2003,0,0
0.554,0.978,-3.554,0.131,0.111,0,0.0731,0.594,135.095,162600,70,88,2003,1,0
0.164,0.0248,-27.25,0.0462,0.98,0.967,0.103,0.0553,79.083,76133,65,68,2003,0,0
0.713,0.734,-4.894,0.325,0.549,0,0.0687,0.891,172.871,248200,64,65,2003,0,0
0.568,0.367,-8.15,0.0318,0.768,0,0.279,0.41,121.074,320267,65,76,2003,0,0
0.546,0.538,-7.886,0.0523,0.233,0,0.118,0.58,182.12,295773,69,75,2003,0,0
0.525,0.481,-6.715,0.0251,0.302,0,0.121,0.237,75.974,289000,62,64,2003,0,0
0.537,0.948,-3.063,0.355,0.151,0,0.356,0.792,186.151,286267,64,74,2003,0,0
0.817,0.714,-7.501,0.141,0.184,0.000132,0.042,0.714,94.001,204600,74,82,2003,0,0
0.884,0.697,-6.022,0.128,0.0509,0,0.094,0.322,101.965,252440,63,66,2003,0,0
0.651,0.816,-7.149,0.0507,0.0439,0.186,0.065,0.201,174.978,266507,66,59,2003,0,0
0.575,0.764,-7.448,0.0746,0.566,1.07E-05,0.0692,0.536,123.821,203240,70,68,2003,0,0
0.251,0.954,-2.879,0.0691,0.000674,0.000132,0.0975,0.264,191.059,258000,67,57,2003,0,0
0.815,0.61,-13.603,0.0279,0.355,0,0.0764,0.864,100.027,212227,69,73,2003,0,0
0.894,0.404,-5.913,0.13,0.453,1.57E-06,0.0801,0.759,102.009,236507,68,46,2003,0,0
0.538,0.675,-2.3,0.335,0.245,0,0.362,0.519,78.985,288880,64,85,2003,0,0
0.71,0.795,-3.005,0.0593,0.409,0,0.16,0.852,94.997,209120,66,75,2003,1,0
0.423,0.862,-5.13,0.0695,0.00791,0,0.133,0.462,154.746,217760,64,71,2003,0,0
0.691,0.741,-3.033,0.252,0.703,1.11E-05,0.109,0.512,82.525,243493,61,67,2003,0,0
0.37,0.858,-4.885,0.0545,0.00815,2.12E-05,0.229,0.464,175.077,214947,71,75,2003,0,0
0.77,0.833,-4.536,0.028,0.0793,0,0.0819,0.964,109.928,131867,62,61,2003,0,0
0.456,0.332,-9.775,0.025,0.665,0.000248,0.138,0.237,93.633,266267,64,74,2003,0,0
0.636,0.625,-7.895,0.0277,0.222,5.35E-05,0.119,0.342,93.931,249120,68,62,2003,0,0
0.545,0.472,-7.552,0.0279,0.434,0,0.0684,0.193,134.027,335907,66,70,2003,0,0
0.451,0.951,-3.754,0.0645,0.00038,2.39E-06,0.261,0.442,162.065,213933,65,88,2003,1,0
0.582,0.253,-11.43,0.0259,0.827,2.95E-05,0.091,0.294,90.184,277000,71,62,2003,0,0
0.52,0.333,-11.508,0.0302,0.816,0,0.188,0.198,74.165,259893,64,71,2003,0,0
0.595,0.489,-6.66,0.0271,0.497,0,0.119,0.0902,120.315,269973,73,76,2003,1,0
0.663,0.546,-5.234,0.0269,0.0322,0.000572,0.107,0.656,88.171,289533,67,86,2003,1,0
0.843,0.7,-3.249,0.26,0.127,0,0.876,0.675,95.05,293053,68,62,2003,0,0
0.646,0.6,-6.569,0.458,0.231,0,0.0794,0.811,192.082,223973,64,75,2003,0,0
0.815,0.856,-3.825,0.122,0.4,8.34E-05,0.244,0.872,91.995,151667,72,70,2003,0,0
0.411,0.962,-5.952,0.0917,0.103,0,0.529,0.622,173.143,172646,66,83,2003,1,0
0.496,0.863,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,185587,61,88,2003,1,0
0.61,0.706,-7.084,0.0483,0.183,0.000587,0.218,0.344,170.087,133080,62,67,2003,0,0
0.608,0.825,-6.303,0.0419,0.024,0.00656,0.346,0.454,115.049,335333,63,72,2003,0,0
0.65,0.427,-5.306,0.0515,0.742,2.15E-06,0.133,0.916,95.547,188128,63,69,2003,0,0
0.715,0.97,-2.206,0.0648,0.0644,0.000156,0.205,0.963,79.504,239240,66,77,2003,1,0
0.463,0.827,-4.085,0.0437,0.013,2.41E-05,0.0961,0.26,94.035,186828,63,63,2003,0,0
0.328,0.842,-6.644,0.0882,0.000111,0.803,0.0496,0.422,113.329,246000,65,68,2003,0,0
0.727,0.588,-9.568,0.0253,0.058,5.46E-06,0.0414,0.964,104.413,201093,67,68,2003,0,0
0.691,0.541,-5.873,0.0776,0.508,0,0.0753,0.319,127.683,243307,63,70,2003,0,0
0.537,0.699,-6.615,0.0399,0.237,2.27E-05,0.114,0.814,84.905,250627,60,69,2003,0,0
0.811,0.323,-13.873,0.0744,0.504,1.63E-05,0.019,0.764,88.018,157760,70,72,2003,0,0
0.535,0.951,-3.324,0.18,0.00777,0,0.0669,0.723,160.102,175373,60,88,2003,1,0
0.356,0.924,-3.74,0.0808,0.00101,0,0.0953,0.232,148.017,222587,78,81,2004,0,0
0.656,0.578,-8.97,0.0922,0.235,0,0.118,0.556,94.514,256733,78,73,2004,0,0
0.599,0.642,-6.936,0.0363,0.164,3.33E-05,0.0992,0.349,115.412,222533,77,36,2004,0,0
0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,75,76,2004,0,0
0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131,188960,74,81,2004,1,0
0.21,0.94,-3.427,0.123,0.00602,0,0.269,0.255,179.722,186480,76,82,2004,0,0
0.38,0.988,-2.042,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,176346,79,84,2004,0,0
0.66,0.666,-4.342,0.0472,0.0759,0,0.0268,0.933,89.975,214227,74,69,2004,0,0
0.356,0.96,-3.487,0.104,0.0142,0,0.209,0.0857,125.921,204733,76,82,2004,0,0
0.591,0.45,-6.369,0.0266,0.671,2.23E-05,0.159,0.344,135.893,226680,70,75,2004,0,0
0.657,0.734,-4.832,0.484,0.149,0,0.139,0.434,91.03,223507,73,95,2004,0,0
0.606,0.887,-4.404,0.0598,0.000242,0,0.337,0.903,119.974,193000,70,67,2004,0,0
0.649,0.888,-4.807,0.0293,0.013,2.23E-06,0.0888,0.553,100.975,208467,72,70,2004,0,0
0.354,0.982,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,77,83,2004,0,0
0.509,0.987,-3.198,0.0886,8.05E-05,0.000928,0.119,0.647,138.039,197160,71,81,2004,0,0
0.546,0.814,-5.146,0.0314,0.023,0,0.0972,0.146,104.98,285653,78,84,2004,0,0
0.637,0.678,-3.798,0.266,0.209,0,0.156,0.254,84.039,250760,69,94,2004,1,0
0.278,0.676,-8.821,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,75,71,2004,0,0
0.637,0.834,-4.686,0.323,0.614,0,0.317,0.715,87.312,193733,73,95,2004,0,0
0.291,0.974,-2.997,0.171,0.0177,5.44E-06,0.886,0.348,134.724,278600,76,83,2004,0,0
0.888,0.632,-3.872,0.219,0.19,0,0.101,0.662,91.979,266067,68,86,2004,1,0
0.857,0.801,-6.499,0.0618,0.332,1.20E-06,0.0789,0.753,96.009,192600,78,94,2004,0,0
0.451,0.815,-5.55,0.0368,6.06E-05,0,0.27,0.618,147.974,194227,68,60,2004,0,0
0.571,0.739,-6.11,0.247,0.00865,5.21E-06,0.158,0.66,83.089,221227,71,95,2004,0,0
0.448,0.61,-2.695,0.0342,0.0102,0.000491,0.135,0.214,123.762,258333,71,73,2004,0,0
0.452,0.655,-4.22,0.0259,0.0794,7.61E-06,0.0849,0.368,172.012,236160,68,76,2004,0,0
0.499,0.304,-11.541,0.0633,0.81,0,0.0546,0.521,129.301,143027,69,0,2004,0,0
0.687,0.793,-4.254,0.166,0.0603,0,0.582,0.751,107.045,205733,76,83,2004,1,0
0.557,0.728,-6.181,0.0405,0.00156,5.13E-06,0.118,0.216,118.241,301573,67,81,2004,0,0
0.848,0.854,-3.305,0.0845,0.47,2.29E-06,0.106,0.876,120.024,298773,71,68,2004,0,0
