danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,artist_popularity,year,artistFeatured,billboard
0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,243837,88,97,2016,0,0
0.63,0.804,-4.183,0.0363,0.215,0,0.253,0.492,123.146,220293,85,100,2016,0,0
0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,85.043,211467,86,87,2016,1,0
0.743,0.347,-11.174,0.121,0.167,0.00951,0.103,0.572,160.143,326933,82,82,2016,0,0
0.466,0.548,-9.362,0.118,0.42,1.01E-06,0.113,0.423,89.815,307151,80,87,2016,0,0
0.675,0.562,-7.678,0.0352,0.233,0,0.0816,0.309,130.098,256533,81,100,2016,0,0
0.678,0.588,-7.015,0.276,0.141,6.35E-06,0.137,0.486,186.005,230453,84,91,2016,1,0
0.612,0.799,-4.603,0.0275,0.00898,0,0.172,0.687,125.976,188253,77,83,2016,0,0
0.665,0.498,-8.185,0.0831,0.228,0,0.0757,0.127,81.967,179613,80,100,2016,0,0
0.795,0.568,-7.817,0.142,0.0541,0,0.108,0.478,136.173,198944,77,89,2016,0,0
0.567,0.388,-9.579,0.0384,0.782,0.000309,0.248,0.452,116.362,249191,78,87,2016,0,0
0.492,0.275,-13.4,0.3,0.687,0,0.101,0.18,92.6,251034,82,77,2016,0,0
0.544,0.552,-7.45,0.0991,0.67,4.57E-05,0.415,0.554,159.738,184516,79,87,2016,0,0
0.886,0.427,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,79,67,2016,0,0
0.766,0.548,-4.29,0.235,0.775,5.57E-06,0.1,0.424,82.944,161985,79,85,2016,0,0
0.617,0.567,-4.188,0.0828,0.0584,0,0.0933,0.505,90.246,217603,74,79,2016,0,0
0.652,0.795,-5.192,0.174,0.156,0,0.123,0.788,135.018,304607,76,87,2016,0,0
0.828,0.581,-2.659,0.0429,0.0423,0.000903,0.109,0.145,133.999,200627,78,69,2016,0,0
0.412,0.227,-12.696,0.0359,0.787,4.69E-06,0.282,0.226,80.111,257267,77,100,2016,0,0
0.391,0.396,-8.621,0.189,0.702,0.405,0.315,0.199,99.112,131272,83,76,2016,0,0
0.717,0.347,-10.265,0.0636,0.0511,2.43E-06,0.087,0.0589,84.987,235477,76,80,2016,0,0
0.63,0.754,-3.564,0.0284,0.0963,0,0.268,0.73,95.999,172253,74,76,2016,0,0
0.413,0.521,-4.469,0.0466,0.162,0,0.323,0.532,103.391,218808,78,75,2016,0,0
0.746,0.653,-6.745,0.289,0.378,0,0.229,0.672,75.016,253107,78,76,2016,0,0
0.61,0.788,-5.724,0.0585,0.195,0.0142,0.153,0.472,101.045,347520,76,82,2016,0,0
0.707,0.238,-8.818,0.0379,0.0905,2.42E-06,0.0842,0.345,124.156,270847,77,82,2016,0,0
0.669,0.832,-5.72,0.0682,0.0106,0,0.0968,0.7,113.035,237547,75,0,2016,1,0
0.596,0.834,-4.308,0.0474,0.0563,0,0.0866,0.618,116,205200,73,76,2016,0,0
0.462,0.538,-5.527,0.059,0.0137,0,0.429,0.405,139.256,203507,76,87,2016,1,0
0.576,0.307,-12.732,0.0428,0.807,0.000355,0.0792,0.157,67.513,189613,80,97,2016,0,0
0.722,0.331,-7.789,0.0725,0.337,0.283,0.146,0.102,143.974,313547,76,89,2016,0,0
0.724,0.573,-4.113,0.0549,0.118,0,0.538,0.438,113.088,135920,76,95,2016,1,0
0.705,0.609,-5.728,0.0729,0.694,0,0.234,0.718,140.058,199993,74,89,2016,0,0
0.572,0.209,-10.413,0.0313,0.765,0,0.356,0.446,80.069,249668,76,87,2016,0,0
0.61,0.305,-14.037,0.053,0.653,0,0.103,0.222,113.818,206975,76,85,2016,0,0
0.563,0.688,-4.474,0.0262,0.0763,0,0.0863,0.622,108.008,202347,73,76,2016,0,0
0.946,0.646,-6.604,0.21,0.219,0,0.0643,0.961,127.978,246988,73,91,2016,0,0
0.571,0.307,-10.958,0.0499,0.649,0,0.178,0.108,83.72,163387,75,0,2016,1,0
0.843,0.359,-7.417,0.461,0.069,0,0.12,0.156,81.987,163944,74,89,2016,0,0
0.417,0.58,-4.574,0.207,0.0307,1.45E-06,0.179,0.139,68.58,246773,75,84,2016,0,0
0.586,0.525,-7.163,0.0615,0.111,0,0.134,0.508,133.629,260253,77,91,2016,1,0
0.792,0.625,-5.609,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,82,98,2016,1,0
0.65,0.478,-7.512,0.05,0.268,0,0.177,0.147,99.979,264098,75,80,2016,0,0
0.564,0.714,-4.987,0.129,0.0549,0,0.155,0.33,175.924,204013,80,70,2016,0,0
0.818,0.803,-4.282,0.0797,0.034,0,0.153,0.632,106.97,225983,79,90,2016,1,0
0.696,0.543,-6.164,0.0489,0.308,0,0.0939,0.479,107.969,246880,80,87,2016,1,0
0.835,0.413,-9.81,0.396,0.373,0.00133,0.101,0.111,149.004,258880,75,89,2016,0,0
0.538,0.52,-11.063,0.737,0.308,0,0.214,0.551,180.274,174192,73,91,2016,0,0
0.407,0.416,-8.916,0.175,0.661,0,0.0981,0.244,179.947,175467,80,79,2016,0,0
0.406,0.647,-10.453,0.0413,0.0427,0.193,0.1,0.344,180.044,456000,74,78,2016,0,0
0.681,0.314,-9.319,0.0581,0.2,9.82E-06,0.1,0.166,139.992,208120,76,80,2016,0,0
0.623,0.493,-7.727,0.0338,0.0632,0,0.104,0.594,81.019,223847,71,77,2016,0,0
0.794,0.632,-6.163,0.0649,0.142,0,0.128,0.355,145.926,291893,77,80,2016,0,0
0.774,0.753,-5.445,0.0517,0.153,0,0.0371,0.896,119.002,219147,81,74,2016,1,0
0.664,0.573,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,71,81,2016,1,0
0.575,0.734,-4.949,0.057,0.0757,0,0.241,0.494,83.986,179827,75,100,2016,0,0
0.896,0.621,-6.857,0.237,0.00532,0,0.196,0.818,121.966,206080,77,90,2016,1,0
0.557,0.586,-4.57,0.0382,0.0528,7.33E-06,0.339,0.0681,96.091,181573,74,95,2016,1,0
0.812,0.621,-8.3,0.0515,0.244,0,0.099,0.847,77.998,128157,72,91,2016,0,0
0.502,0.786,-4.378,0.317,0.255,0,0.65,0.739,169.021,243491,79,90,2016,1,0
0.728,0.563,-8.053,0.134,0.621,0,0.179,0.352,100.017,217707,71,84,2016,1,0
0.592,0.403,-8.768,0.414,0.62,0,0.54,0.391,105.169,320680,74,95,2016,1,0
0.788,0.745,-7.072,0.258,0.29,0,0.0373,0.672,135.278,163893,74,0,2016,1,0
0.683,0.796,-4.179,0.0285,0.111,0,0.197,0.531,90.031,201893,72,76,2016,0,0
0.898,0.283,-12.335,0.356,0.319,0.000383,0.11,0.469,138.97,216520,74,90,2016,0,0
0.657,0.739,-4.081,0.274,0.141,0,0.178,0.543,181.994,202221,71,78,2016,0,0
0.381,0.594,-5.97,0.0486,0.348,0,0.0925,0.273,143.86,290907,74,86,2016,1,0
0.696,0.57,-9.084,0.557,0.673,3.02E-06,0.098,0.329,76.976,189231,74,85,2016,0,0
0.743,0.571,-6.054,0.145,0.24,0,0.291,0.495,119.054,213863,74,97,2016,0,0
0.798,0.568,-9.072,0.135,0.0213,0,0.0586,0.45,148.88,193911,72,63,2016,0,0
0.762,0.666,-6.055,0.0916,0.00427,0,0.127,0.278,118.97,232093,72,83,2016,0,0
0.543,0.394,-9.637,0.0864,0.695,0.000239,0.108,0.118,137.811,314075,74,87,2016,0,0
0.546,0.529,-10.511,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,237787,73,88,2016,0,0
0.468,0.438,-8.227,0.0697,0.563,0,0.181,0.344,108.367,206080,72,74,2016,0,0
0.872,0.391,-9.144,0.242,0.469,4.13E-06,0.297,0.437,134.021,119133,87,93,2017,0,0
0.776,0.503,-5.732,0.237,0.874,0,0.112,0.473,110.134,210285,84,87,2017,0,0
0,4.98E-05,-32.354,0,0.923,0.297,0.11,0,0,147097,84,80,2017,0,0
0.797,0.533,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,84,93,2017,0,0
0.732,0.75,-6.366,0.231,0.00264,0,0.109,0.401,155.096,182707,84,89,2017,0,0
0.88,0.428,-8.28,0.206,0.149,5.07E-05,0.114,0.333,100.007,172800,83,89,2017,0,0
0,2.03E-05,-40.449,0,0.944,0.869,0.112,0,0,135484,82,80,2017,0,0
0.798,0.539,-6.351,0.0421,0.199,1.66E-05,0.165,0.394,136.949,202547,84,96,2017,0,0
0.483,0.412,-8.461,0.0402,0.737,0,0.116,0.247,170.163,203569,85,97,2017,0,0
0.908,0.621,-6.638,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,84,90,2017,0,0
0.773,0.75,-4.009,0.117,0.109,0,0.174,0.783,123.426,220587,80,89,2017,0,0
0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,83,96,2017,0,0
0.8,0.585,-7.343,0.0924,0.264,0,0.153,0.779,126.058,213400,82,90,2017,0,0
0.464,0.813,-6.185,0.0416,0.0153,0,0.254,0.516,75.975,222533,79,87,2017,0,0
0.734,0.57,-7.066,0.133,0.847,2.14E-05,0.112,0.689,129.953,95467,83,93,2017,0,0
0.575,0.714,-5.247,0.0596,0.395,0,0.115,0.32,144.982,262231,82,85,2017,0,0
0.662,0.714,-5.68,0.121,0.312,0,0.179,0.464,147.997,212120,84,88,2017,0,0
0.776,0.78,-4.374,0.128,0.0622,0,0.081,0.666,124.949,204347,89,91,2017,1,0
0.677,0.556,-6.544,0.0306,0.263,0,0.105,0.521,80.009,179507,78,83,2017,0,0
0.551,0.801,-5.069,0.0303,0.013,6.03E-06,0.265,0.625,128.027,240760,79,87,2017,0,0
0.655,0.56,-6.857,0.0486,0.749,0,0.115,0.599,140.975,198440,78,73,2017,0,0
0.599,0.448,-6.312,0.0232,0.163,0,0.106,0.168,95.05,263400,88,97,2017,1,0
0.558,0.559,-9.222,0.0959,0.371,7.49E-06,0.109,0.62,78.558,180387,80,86,2017,0,0
0.703,0.757,-3.612,0.05,0.617,0,0.106,0.696,82.008,221747,79,89,2017,0,0
0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,87,91,2017,1,0
0,0.00342,-28.46,0,0.791,1,0.111,0,0,90228,85,75,2017,0,0
0.839,0.81,-5.274,0.0568,0.501,0,0.117,0.814,129.014,209269,79,91,2017,0,0
0.732,0.458,-7.225,0.0311,0.447,0,0.136,0.661,98.938,165387,79,75,2017,0,0
0.511,0.363,-7.65,0.041,0.816,0.0317,0.084,0.169,144.892,200379,84,97,2017,0,0
0.752,0.505,-7.621,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437,84,90,2017,0,0
0.384,0.765,-4.463,0.0579,0.646,0.00352,0.522,0.567,129.903,252231,81,85,2017,0,0
0.718,0.767,-5.641,0.166,0.138,0,0.114,0.519,160.084,156000,80,85,2017,0,0
0.756,0.609,-7.927,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,81,85,2017,0,0
0.62,0.574,-7.788,0.0479,0.57,0,0.19,0.352,100.021,250173,82,87,2017,0,0
0.643,0.783,-6.458,0.0856,0.047,0,0.083,0.579,154.084,163870,82,87,2017,1,0
0.705,0.373,-9.066,0.0384,0.723,0.81,0.289,0.551,120.046,208026,84,74,2017,0,0
0.681,0.372,-8.237,0.0432,0.64,0,0.169,0.476,91.873,201000,78,92,2017,1,0
0.745,0.593,-6.35,0.0526,0.00522,5.25E-06,0.123,0.17,111.002,212027,80,89,2017,0,0
0.638,0.523,-6.664,0.357,0.00454,0,0.0842,0.422,139.913,185947,80,90,2017,0,0
0.759,0.245,-6.545,0.138,0.515,0.000154,0.102,0.209,96.992,237507,79,85,2017,0,0
0.884,0.346,-8.228,0.351,0.0151,7.04E-06,0.0871,0.376,75.016,220307,81,89,2017,0,0
0.83,0.585,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,80,96,2017,0,0
0.674,0.506,-10.532,0.0434,0.173,0,0.0866,0.183,145.965,259333,79,83,2017,0,0
0.551,0.386,-10.22,0.132,0.659,0,0.125,0.245,116.409,199387,81,88,2017,0,0
0.513,0.661,-6.419,0.24,0.161,0,0.246,0.179,94.791,209213,80,88,2017,0,0
0.676,0.623,-7.297,0.0352,0.226,1.66E-05,0.159,0.347,111.466,209489,76,88,2017,0,0
0.941,0.335,-10.179,0.505,0.17,0,0.262,0.707,120.041,209640,78,78,2017,0,0
0.516,0.358,-12.018,0.424,0.741,1.34E-06,0.0813,0.397,79.509,124000,79,67,2017,0,0
0.795,0.594,-6.2,0.0747,0.111,0,0.162,0.409,135.002,275080,78,83,2017,0,0
0.658,0.294,-8.533,0.0321,0.422,5.20E-05,0.0749,0.358,74.038,278180,79,82,2017,0,0
0.441,0.219,-14.586,0.0419,0.935,0,0.115,0.244,94.021,199120,78,96,2017,0,0
0.606,0.652,-6.982,0.0281,0.323,0,0.201,0.476,97.155,182493,76,70,2017,0,0
0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,83,85,2017,0,0
0.752,0.764,-4.399,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163216,80,78,2017,0,0
0.728,0.607,-8.417,0.132,0.133,0,0.0864,0.445,129.938,176702,78,77,2017,0,0
0.544,0.781,-6.16,0.0311,0.00585,0,0.191,0.527,144.075,221800,76,87,2017,0,0
0.705,0.64,-6.928,0.225,0.0237,0,0.262,0.887,144.077,203760,81,85,2017,1,0
0.638,0.854,-4.664,0.11,0.216,0,0.0357,0.859,93.869,190640,76,70,2017,0,0
0.524,0.364,-10.209,0.0367,0.808,0,0.1,0.436,75.24,209831,81,82,2017,0,0
0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,298941,81,98,2017,1,0
0.691,0.683,-7.335,0.0954,0.547,0,0.221,0.456,140.002,262544,77,85,2017,0,0
0.747,0.524,-6.807,0.245,0.0306,0,0.2,0.363,140.053,213132,78,86,2017,0,0
0.745,0.646,-6.987,0.17,0.157,0,0.338,0.46,79.993,203908,78,85,2017,0,0
0.487,0.366,-9.405,0.0531,0.241,0,0.126,0.161,68.191,272187,77,83,2017,0,0
0.797,0.844,-5.482,0.275,0.0651,0,0.087,0.52,170.142,173600,79,81,2017,0,0
0.695,0.573,-8.597,0.106,0.46,0.0734,0.482,0.408,99.939,179172,82,97,2017,0,0
0.534,0.583,-8.672,0.0288,0.0262,0,0.421,0.145,105.997,231547,81,88,2017,0,0
0.554,0.743,-6.016,0.0287,0.0251,0,0.359,0.673,72.997,205733,75,72,2017,0,0
0.473,0.371,-10.219,0.0405,0.795,0,0.109,0.413,75.208,209400,79,82,2017,0,0
0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,81,73,2017,0,0
0.791,0.581,-7.323,0.286,0.0113,0,0.35,0.438,162.99,181812,77,84,2017,0,0
0.659,0.614,-7.32,0.0541,0.000404,0,0.123,0.26,119.405,143969,76,91,2017,0,0
0.785,0.62,-6.668,0.254,0.0138,0,0.15,0.478,78.476,235535,76,84,2017,0,0
0.587,0.711,-6.33,0.42,0.171,0,0.125,0.381,98.008,254694,75,78,2017,0,0
0.326,0.685,-5.576,0.179,0.503,0,0.427,0.409,86.882,312000,77,78,2017,0,0
0.78,0.574,-5.628,0.141,0.104,0,0.129,0.273,81.502,222360,77,86,2017,0,0
0.444,0.819,-4.078,0.341,0.106,0,0.107,0.747,82.695,187973,85,93,2017,1,0
0.692,0.394,-8.745,0.207,0.472,0.000191,0.117,0.324,89.936,170852,80,97,2017,0,0
0.522,0.385,-7.355,0.0288,0.536,0,0.135,0.236,89.792,207520,84,97,2017,1,0
0.638,0.6,-5.84,0.0438,0.114,0,0.187,0.0399,101.981,245604,75,83,2017,0,0
0.679,0.388,-10.977,0.0932,0.353,9.25E-05,0.341,0.234,124.909,194711,80,97,2017,0,0
0.672,0.655,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,201240,83,91,2017,1,0
0.93,0.611,-4.406,0.0415,0.593,0.00124,0.0592,0.695,112.127,178352,77,80,2017,0,0
0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,159382,89,78,2018,0,0
0.76,0.479,-5.574,0.0466,0.556,0,0.0703,0.913,89.911,158040,89,0,2018,1,0
0.897,0.662,-6.903,0.292,0.0852,0,0.534,0.389,112.511,145543,86,92,2018,0,0
0.511,0.566,-7.23,0.2,0.349,0,0.34,0.218,83.903,239836,88,94,2018,0,0
0.759,0.73,-7.985,0.0516,0.145,3.06E-06,0.11,0.74,115.007,268434,86,88,2018,0,0
0.834,0.73,-3.714,0.222,0.00513,0,0.124,0.446,155.008,312820,89,97,2018,0,0
0.515,0.479,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,86,85,2018,0,0
0.581,0.662,-5.239,0.303,0.0153,0,0.111,0.434,93.023,189487,86,91,2018,0,0
0.889,0.496,-6.365,0.0905,0.259,0,0.252,0.544,86.003,180522,86,87,2018,0,0
0.351,0.296,-10.109,0.0333,0.934,0,0.095,0.12,115.284,200186,90,97,2018,0,0
0.585,0.52,-6.136,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218147,89,100,2018,1,0
0.552,0.402,-7.431,0.0262,0.676,0,0.0928,0.382,103.313,193200,82,87,2018,0,0
0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,166606,87,93,2018,0,0
0.68,0.578,-5.804,0.04,0.331,0,0.135,0.341,145.038,231267,87,100,2018,1,0
0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.015,214290,90,90,2018,1,0
0.752,0.488,-7.05,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,89,91,2018,1,0
0.699,0.558,-7.622,0.0603,0.462,0,0.116,0.493,79.992,165000,84,85,2018,0,0
0.671,0.529,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,83,94,2018,0,0
0.614,0.68,-4.58,0.0289,0.369,1.84E-06,0.115,0.707,149.959,234347,81,80,2018,0,0
0.596,0.552,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,229320,82,96,2018,0,0
0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,86,93,2018,0,0
0.964,0.346,-9.309,0.53,0.035,0,0.108,0.562,119.958,142273,82,92,2018,0,0
0.935,0.552,-9.373,0.335,0.111,0,0.0952,0.615,99.993,145627,82,83,2018,0,0
0.689,0.516,-5.857,0.0444,0.513,0,0.163,0.209,124.876,190920,86,83,2018,0,0
0.837,0.636,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,83,89,2018,0,0
0.579,0.904,-2.729,0.0618,0.193,0,0.064,0.681,82.014,190947,87,87,2018,1,0
0.736,0.67,-6.702,0.311,0.186,0,0.114,0.845,130.032,169999,82,94,2018,0,0
0.791,0.587,-5.075,0.0413,0.407,0,0.148,0.536,96.057,179449,83,91,2018,0,0
0.861,0.603,-5.788,0.176,0.0521,0,0.0924,0.504,98.043,228760,84,86,2018,0,0
0.616,0.438,-5.968,0.0298,0.356,0,0.24,0.386,135.929,213387,81,86,2018,0,0
0.912,0.412,-8.074,0.124,0.0164,0.013,0.104,0.422,154.983,238614,84,98,2018,1,0
0.75,0.56,-8.094,0.105,0.546,0,0.111,0.459,140.06,221440,84,100,2018,1,0
0.669,0.308,-10.068,0.029,0.883,0,0.0984,0.52,64.934,121887,85,93,2018,0,0
0.754,0.449,-9.211,0.109,0.0332,8.29E-05,0.552,0.357,77.169,198973,86,98,2018,1,0
0.763,0.628,-5.85,0.05,0.0531,0,0.114,0.193,140.958,190557,85,97,2018,0,0
0.498,0.235,-16.541,0.188,0.72,0,0.144,0.0895,118.917,179080,87,80,2018,0,0
0.825,0.572,-6.067,0.0864,0.0079,0,0.113,0.568,141.991,175954,81,91,2018,0,0
0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,83,73,2018,0,0
0.792,0.743,-2.806,0.0851,0.107,0,0.183,0.742,150.024,195637,81,73,2018,0,0
0.56,0.68,-7.648,0.321,0.555,0,0.116,0.319,89.391,173800,85,81,2018,0,0
0.938,0.638,-4.713,0.189,0.0167,0,0.111,0.313,97.075,158332,80,77,2018,0,0
0.815,0.518,-6.594,0.0897,0.223,0,0.104,0.877,151.891,177667,88,78,2018,0,0
0.785,0.554,-6.571,0.0409,0.283,3.40E-06,0.116,0.144,128.047,150043,82,97,2018,0,0
0.901,0.464,-9.789,0.0645,0.368,1.71E-05,0.238,0.638,109.004,203267,81,84,2018,0,0
0.676,0.578,-4.669,0.375,0.0509,0,0.0796,0.698,158.896,203881,80,92,2018,0,0
0.669,0.574,-6.442,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,84,88,2018,0,0
0.596,0.854,-5.114,0.463,0.0169,0,0.124,0.152,120.274,203418,85,87,2018,1,0
0.533,0.907,-3.793,0.0406,0.0292,0,0.386,0.7,150.99,183160,79,87,2018,0,0
0.795,0.178,-11.991,0.0574,0.607,0,0.623,0.608,93.982,181613,87,83,2018,0,0
0.665,0.651,-5.515,0.156,0.0414,0,0.0896,0.237,163.935,175755,80,94,2018,0,0
0.664,0.667,-5.941,0.154,0.64,1.22E-06,0.0753,0.381,180.064,227533,81,100,2018,1,0
0.652,0.557,-5.714,0.0318,0.74,0,0.124,0.483,150.073,169354,87,82,2018,0,0
0.753,0.657,-3.061,0.0449,0.171,0,0.112,0.437,107.01,184732,85,86,2018,1,0
0.719,0.704,-4.724,0.0476,0.0691,0,0.166,0.628,133.002,187436,88,84,2018,0,0
0.575,0.571,-7.906,0.0439,0.0558,0,0.0912,0.449,105.049,197947,84,90,2018,1,0
0.656,0.542,-7.358,0.323,0.0484,0,0.126,0.551,166.111,141587,80,89,2018,0,0
0.577,0.833,-3.337,0.0695,0.0137,0,0.121,0.58,107.936,169667,80,87,2018,1,0
0.95,0.59,-6.508,0.29,0.00534,0,0.11,0.219,130.003,183527,81,92,2018,1,0
0.71,0.789,-3.874,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,131064,82,86,2018,0,0
0.748,0.578,-5.72,0.194,0.257,0,0.13,0.166,140.016,192606,77,91,2018,0,0
0.834,0.621,-6.156,0.0821,0.0918,0,0.0759,0.613,140.05,244506,78,88,2018,0,0
0.656,0.432,-9.481,0.217,0.443,0,0.132,0.0897,97.022,222374,80,86,2018,0,0
0.755,0.615,-8.245,0.0454,0.00587,1.75E-06,0.109,0.039,105.955,215364,78,91,2018,0,0
0.674,0.649,-8.433,0.199,0.191,0,0.122,0.48,153.069,153800,79,84,2018,0,0
0.884,0.559,-7.442,0.12,0.0236,0,0.101,0.342,97.994,232959,83,91,2018,0,0
0.572,0.385,-6.362,0.0308,0.371,0,0.231,0.323,95.799,215733,89,88,2018,1,0
0.964,0.487,-6.071,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024,79,92,2018,0,0
0.461,0.593,-4.954,0.0356,0.17,0,0.307,0.175,134.17,228373,83,91,2018,1,0
0.553,0.586,-6.319,0.0362,0.697,0,0.0813,0.443,126.684,196373,85,83,2018,0,0
0.593,0.81,-5.733,0.0625,0.602,0,0.119,0.712,144.011,207933,77,71,2018,0,0
0.586,0.909,-6.474,0.0705,0.0891,0.000109,0.119,0.757,93.394,210747,82,98,2018,1,0
0.817,0.539,-6.349,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,85,97,2018,0,0
0.631,0.591,-5.785,0.0277,0.657,0,0.11,0.489,97.074,205453,77,80,2018,0,0
0.52,0.538,-8.109,0.206,0.367,0.00187,0.119,0.177,141.894,345133,79,85,2018,0,0
0.487,0.789,-3.69,0.044,0.00947,4.05E-06,0.189,0.0564,150.007,270715,82,97,2018,0,0
0.91,0.366,-9.954,0.0941,0.0996,0,0.261,0.74,119.985,152000,77,86,2018,0,0
0.689,0.412,-7.523,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,79,81,2018,0,0
0.754,0.342,-8.677,0.0991,0.073,0,0.193,0.423,128.981,121347,80,78,2018,0,0
0.507,0.48,-5.418,0.0266,0.449,0,0.147,0.35,86.046,204427,80,100,2018,1,0
0.922,0.581,-7.495,0.27,0.00104,5.86E-05,0.105,0.595,140.022,181263,81,73,2018,0,0
0.81,0.353,-9.931,0.31,0.588,0,0.102,0.0727,88.031,208293,79,84,2018,0,0
0.66,0.139,-16.339,0.0322,0.964,8.02E-06,0.104,0.306,79.976,189000,75,74,2018,0,0
0.715,0.639,-5.017,0.0752,0.0622,0,0.157,0.151,149.996,205800,78,0,2018,1,0
0.477,0.61,-5.628,0.144,0.225,0,0.107,0.358,79.882,213993,80,80,2018,0,0
0.699,0.304,-11.192,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,81,93,2018,0,0
0.926,0.454,-9.932,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002,78,84,2018,0,0
0.712,0.898,-4.893,0.0336,0.0485,7.76E-06,0.148,0.961,124.409,228867,58,74,1988,0,1
0.745,0.755,-7.53,0.0318,0.0626,0.00659,0.169,0.847,133.771,245133,48,72,1989,0,1
0.361,0.97,-4.817,0.284,0.00169,0.00163,0.357,0.254,179.017,282920,77,77,1989,0,1
0.869,0.482,-14.713,0.269,0.0634,7.46E-06,0.115,0.731,95.506,254840,0,54,1989,0,1
0.924,0.968,-3.938,0.11,0.449,0,0.179,0.881,117.081,228067,34,57,2007,1,1
0.877,0.85,-13.03,0.0726,0.0154,0.00369,0.114,0.809,100.733,200600,33,55,1988,0,1
0.587,0.409,-15.075,0.0279,0.0168,0.0353,0.0458,0.449,143.639,316627,25,42,1989,0,1
0.694,0.467,-14.437,0.0329,0.639,1.61E-05,0.0847,0.63,142.132,288763,44,68,1989,0,1
0.511,0.377,-11.948,0.0241,0.312,5.17E-06,0.0531,0.409,95.341,313267,20,49,2005,0,1
0.631,0.938,-5.573,0.0833,0.0447,7.87E-06,0.3,0.682,134.916,295133,58,64,1989,0,1
0.807,0.943,-7.585,0.048,0.0305,0.000306,0.162,0.714,115.213,283933,48,71,1989,0,1
0.834,0.871,-6.972,0.0821,0.15,0.0721,0.287,0.835,110.294,225840,40,43,1989,0,1
0.348,0.444,-10.001,0.0288,0.0201,1.23E-05,0.0639,0.241,138.194,286040,47,54,1989,0,1
0.53,0.905,-9.166,0.0436,0.276,0.00303,0.106,0.373,101.297,292600,35,67,1989,0,1
0.459,0.628,-8.272,0.0297,0.0226,0.00126,0.0405,0.367,80,393000,21,73,1989,0,1
0.592,0.918,-4.744,0.036,0.0143,1.25E-05,0.287,0.568,127.095,263200,50,80,1989,1,1
0.553,0.339,-13.478,0.0275,0.214,0,0.0872,0.227,146.354,279027,1,59,1989,0,1
0.754,0.366,-10.07,0.0312,0.273,9.04E-05,0.106,0.469,91.147,287440,72,60,1989,0,1
0.633,0.795,-7.617,0.0319,0.054,8.83E-05,0.34,0.833,103.504,250813,43,35,1989,0,1
0.436,0.686,-6.191,0.0282,0.000759,7.78E-05,0.317,0.6,146.418,285000,0,61,1989,0,1
0.683,0.729,-7.605,0.0505,0.129,0.163,0.0986,0.359,130.041,294747,1,77,1990,0,1
0.572,0.284,-14.453,0.0269,0.528,0,0.0853,0.244,74.968,323000,55,68,1989,0,1
0.749,0.414,-13.036,0.0288,0.0149,0.00344,0.0401,0.465,112.751,305760,22,85,1989,0,1
0.862,0.663,-9.004,0.21,0.12,0,0.318,0.837,85.308,238267,64,55,1994,0,1
0.722,0.858,-7.808,0.031,0.0399,2.42E-06,0.0896,0.942,128.87,332653,48,65,1989,0,1
0.558,0.701,-6.421,0.0267,0.000931,2.53E-06,0.0928,0.559,103.628,260467,34,70,1989,0,1
